,time,username,fullname,tweet,retweets
151,5/21/18 12:00 AM,@elonmusk,Times LIVE,Toyota is betting that scale and patience can beat being first ,
152,5/20/18 12:00 AM,@TheStalwart,CNBC,Unusual passengers: How many sheep can you cram into a Toyota Tazz? http://ow.ly/94To30k62lz ,
153,5/18/18 12:00 AM,@TheEconomist,Plug Power Inc.,"Swapping the engine of a Dodge Hellcat into a Toyota Prius took the car from an MSRP of $21,275 to a current value of $150,000. via @CNBCMakeIt",
154,5/18/18 12:00 AM,@TheEconomist,hal,"#InnovationNews: @Toyota is selling Sora, its first fuel cell bus in Japan as Tokyo prepares for the 2020 Olympic and Paralympic Games via @CarandBike #HydrogenNow #InfiniteDrive",
155,5/17/18 12:00 AM,@TimesLIVE,Reuters Business,This week I examined Toyota’s strategy on driverless cars. The world’s biggest carmaker is taking a different approach to the rest ,1
156,5/15/18 12:00 AM,@CNBC,Business Insider,EXCLUSIVE: Toyota Motor plans to roll into China's EV market in GAC Motor vehicle https://reut.rs/2wTB5YG  Follow our #Charged auto industry coverage: https://reut.rs/2IpqnhL ,2
157,5/11/18 12:00 AM,@PlugPowerInc,Maclean's Magazine,"We drove a $39,000 Toyota Camry V6 to see why it's the best selling car in America ",
158,5/11/18 12:00 AM,@halhod,Bloomberg,Ottawa and Ontario just gave Toyota $220 million for something it likely would have done anyway. Governments need to wise up. ,13
159,5/11/18 12:00 AM,@ReutersBiz,Bloomberg,Toyota and Ford are both going down the cost-cutting route. They should look up every once in a while https://bloom.bg/2KTldZb  via @bopinion,
160,5/10/18 12:00 AM,@businessinsider,Techmeme,Mazda's CEO is stepping down amid deepening ties with Toyota https://bloom.bg/2G70vBo ,
161,5/9/18 12:00 AM,@macleans,Bloomberg,"Toyota president says the company plans to spend $22.3B on R&D and capital spending this fiscal year, as self-driving tech forces it to compete with tech giants (Nikkei)

http://asia.nikkei.com/Business/Companies/Toyota-pours-22bn-into-R-D-as-Apple-and-Google-close-in …",
162,5/9/18 12:00 AM,@business,Reuters Top News,Toyota shares jump the most in 7 months after it announces a stock buyback https://bloom.bg/2rwaZVN ,
163,5/7/18 12:00 AM,@business,The Wall Street Journal,Toyota flags lower annual operating profit on higher yen https://reut.rs/2wqfHKb ,
164,5/7/18 12:00 AM,@Techmeme,Derby for Europe,Tesla’s fate is unfolding at a former Toyota factory that Elon Musk acquired in Northern California,1
165,5/6/18 12:00 AM,@business,David Jacobs,"More than 3,5000 jobs at Toyota 'put at risk by Tory Brexiteers', Minister warns - Mirror Online ",
166,5/6/18 12:00 AM,@Reuters,Ontario Proud,"Unless Trudeau has a time machine, he has already campaigned for Wynne. The $220 million taxpayer giveaway to Toyota they co-hosted was the kickoff to Wynne's campaign.

#Onpoli #VoteFord @fordnation @Kathleen_Wynne #ForThePeople #IllegalElectioneering",3
167,5/6/18 12:00 AM,@WSJ,Prof Frank Mueller #FBPE #FinalSay #ABTV #WATON,"#VoterAlert Fresh off of giving Toyota $110 million, Kathleen Wynne has another handout for Big Cannabis.

Small businesses don't get any help. Why should these companies? #onpoli #CorporateWelfare

SOURCE: http://bit.ly/2JTMRnk ",
168,5/4/18 12:00 AM,@Derby4Europe,CP24,"http://www.independent.co.uk/news/uk/politics/brexit-latest-jobs-customs-partnership-theresa-may-uk-eu-greg-clark-a8338586.html …

""The nature of [Toyota's] business is that over 50 per cent of the parts come from out of the country. They come through every hour of the day and night...It's just in time manufacturing. It is highly efficient.""

#Brexitshambles
#CustomsUnion
#Toyota",
169,5/4/18 12:00 AM,@DrJacobsRad,Cameron Ahmad,"Toyota Canada plants to get $1.4B upgrade with fed, provincial help  https://www.cp24.com/news/toyota-canada-plants-to-get-1-4b-upgrade-with-fed-provincial-help-1.3916231 …",
170,5/4/18 12:00 AM,@ontarioisproud,The Globe and Mail,"A major vote of confidence in Canadian talent, industry, innovation, & workers. Our auto industry is thriving. Our country is open for business. 

Toyota plans to upgrade 2 manufacturing plants with help from federal, provincial funding https://globalnews.ca/news/4188802/toyota-plants-canada/ … #cdnpoli",
171,5/4/18 12:00 AM,@frankmueller101,CanadianPM,Evening Update: Toyota plans $1.4-billion upgrade to Ontario plants ,10
172,5/4/18 12:00 AM,@CP24,National Post,"Live: Prime Minister Justin Trudeau makes an announcement at the Toyota Motor Manufacturing Canada North Plant in Cambridge with the Premier of Ontario, Kathleen Wynne. ",32
173,5/4/18 12:00 AM,@CameronAhmad,Bloomberg,Toyota to announce $1.4-billion expansion of its Ontario plant http://business.financialpost.com/transportation/autos/toyota-to-announce-1-4-billion-expansion-of-its-ontario-plant?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#link_time=1525460354 …,
174,5/4/18 12:00 AM,@globeandmail,Kohei Kurihara,Toyota is planning a $1.1 billion expansion of its Canadian plant https://bloom.bg/2FJVUoB ,143
175,5/4/18 12:00 AM,@CanadianPM,CTV Kitchener,New function? #Toyota builds self-driving car facility to test edge cases https://venturebeat.com/2018/05/03/toyota-builds-self-driving-car-facility-to-test-edge-cases/ … via @VentureBeat #tech #digital #data #business #iot #ai,
176,5/4/18 12:00 AM,@nationalpost,Financial Times,"'Something very big' will be announced at Toyota this afternoon, Cambridge's mayor says. @CTVChristina has more:",
177,5/4/18 12:00 AM,@business,Peter Campbell,"Up to 98% of cars currently on UK roads, even hybrids such as the Toyota Prius, will be banned under plans being drawn up by the British government https://on.ft.com/2juRbi0 ",
178,5/4/18 12:00 AM,@kuriharan,The Globe and Mail,BREAKING - Government plans to ban traditional hybrid cars such as Toyota Prius from 2040: ,
179,5/3/18 12:00 AM,@CTVKitchener,Mashable,#Breaking: Toyota to spend more than $1-billion upgrading two Ontario plants (for subscribers) ,
180,5/3/18 12:00 AM,@FinancialTimes,Reuters Top News,"Toyota restarts self-driving program, opens test track https://trib.al/20X05WB ",1
181,5/3/18 12:00 AM,@Petercampbell1,CNBC,Toyota builds self-driving test track for 'edge case' scenarios https://reut.rs/2JM676c ,
182,5/3/18 12:00 AM,@globeandmail,Engadget,Toyota is building avatar-style humanoid robots with home and workplace applications. http://cnb.cx/2Hyh2mM ,4
183,5/3/18 12:00 AM,@mashable,Nora Naughton,Toyota will test risky self-driving scenarios at a Michigan track ,
184,5/2/18 12:00 AM,@Reuters,Mark Graban,NEW: @Toyota building self-drive test track in Ottawa Lake https://detne.ws/2rnQlYP  via @detroitnews,
185,4/30/18 12:00 AM,@CNBC,Paul,"While Ford stops making cars because they are ""unprofitable"" -- “Toyota will spend $170 million and hire 400 workers over the next year to overhaul the Mississippi [Corolla] factory... the world’s all-time best-selling vehicle” ",
186,4/30/18 12:00 AM,@engadget,Techmeme,"The #Toyota was being used as an #Uber. Despite it catching fire, the driver was able to escape,but the passenger was killed #RoadSafety #TuesdayThoughts #Traffic #Breaking #News",
187,4/30/18 12:00 AM,@NoraNaughton,FOX Business,"Didi announces an industry alliance for electric and autonomous vehicles with 31 firms, including Renault and Toyota; sources: a dedicated Didi fleet is planned (Reuters)

http://www.reuters.com/article/us-autoshow-beijing-didi/china-ride-hailing-giant-didi-eyes-purpose-built-fleet-as-auto-market-shifts-idUSKBN1HV05Z …",22
188,4/29/18 12:00 AM,@MarkGraban,Ars Technica,Toyota hiring 400 in Mississippi as it shifts production from Canada   ,46
189,4/28/18 12:00 AM,@PaulDDDaughters,Forbes,"Need a car with an ice-maker? ""The 1990 Toyota LiteAce: a four-wheel-drive, five-speed manual transmission minivan with front locking hubs...na wicked awesome ‘4WD’ decal on the sides, and a refrigerator+ice maker combo underneath the center console. "" ",
190,4/27/18 12:00 AM,@Techmeme,Houston Chronicle,"Ford and Chrysler discontinuing their sedans is great news for Toyota and Honda
http://on.forbes.com/6013DbhQX ",227
191,4/27/18 12:00 AM,@FoxBusiness,Forbes,Pink soars at first of two Toyota Center shows in Houston ,
192,4/26/18 12:00 AM,@arstechnica,Fast Company,"The Toyota Camry could extend its lead in passenger cars with less competition from domestic players
http://on.forbes.com/6012DjHau ",
193,4/26/18 12:00 AM,@Forbes,Reuters Business,Now This Is How You Sell A 1999 Fu*king Toyota Corolla http://f-st.co/9QjfnVi ,
194,4/26/18 12:00 AM,@HoustonChron,Bloomberg,"Toyota to invest $170 million in Mississippi plant, create 400 jobs ",
195,4/26/18 12:00 AM,@Forbes,Stagecoach Festival,Toyota spends $170 million to add 400 jobs at U.S. Corolla plant https://bloom.bg/2Fk0E4e ,
196,4/26/18 12:00 AM,@FastCompany,Financial Times,"Stagecoach is streaming all weekend long exclusively on http://yahoo.com/stagecoach . Catch performances by @FLAGALine, @LeeBrice, @BrettYoungMusic & more, presented by @Toyota Music. ",3
197,4/26/18 12:00 AM,@ReutersBiz,Mickey Kaus,This is an ambitious bet that Toyota can build expertise in upcoming technologies from ride hailing to car sharing ,
198,4/25/18 12:00 AM,@business,The Economist,"Ford to basically stop selling (gas engine) cars? They're even dropping the Fusion, their one good one. Seems like a big story! Don't Honda & Toyota make money selling cars? Why can't @Ford?",16
199,4/25/18 12:00 AM,@Stagecoach,Bloomberg,"Toyota is facing litigation over a Prius recall, after some customers continued to experience overheating problems ",
200,4/24/18 12:00 AM,@FinancialTimes,The Economist,"Toyota is at a disadvantage in China, because it won't make its premium Lexus cars there https://bloom.bg/2r02fad ",
201,4/23/18 12:00 AM,@kausmickey,NBC News,Toyota faces difficult questions after a software tweak made some of its Prius cars less fuel efficient ,
202,4/23/18 12:00 AM,@TheEconomist,Forbes,"Toyota's THR-3 can mimic a variety of human movements in real time.

See more with @NBCNewsMACH: https://nbcnews.to/2Fc4mwz ",
203,4/23/18 12:00 AM,@business,SEAN PAUL DAY,"Toyota prices hybrid version of new Avalon at $1K more than standard gas model- why it's hard to pass up:
http://on.forbes.com/6016DbrYA ",
204,4/23/18 12:00 AM,@TheEconomist,Los Angeles Times,"If it’s a minicab it’s a taxi, if it’s an Uber driver it’s a black Toyota Prius. 

The @standardnews continues to mug Londoners off!",2
205,4/22/18 12:00 AM,@NBCNews,BrexitRecord #FBPE,Electrical defects cause Priuses to stall; Toyota may be bracing for a legal fight as safety worries grow https://lat.ms/2Ho39nU ,
206,4/22/18 12:00 AM,@Forbes,Jo Maugham QC,"Huge Japanese firms with big plants in the UK – such as Nissan and Toyota, who sell most of their British-made cars into the EU – are, says Japan's ambassador, treading water, biding their time before deciding whether to relocate...  @HenryCPorter",13
207,4/22/18 12:00 AM,@seanpaulday,"Jo Richards  
🇬🇧
 🇪🇺
#FBPE #WATON","""Nissan and Toyota, who sell most of their British-made cars into the EU... are... biding their time before deciding whether to relocate part or all of their businesses, so they can continue to be based inside the single market after March 2019.""",
208,4/21/18 12:00 AM,@latimes,"Susan  
🇪🇺
 🇬🇧
#PeoplesVote","How long is it going to take to sink in?  

“Britain will not get a Brexit deal better than current single market, Japan's ambassador to UK says

Koji Tsuruoka says firms like Nissan and Toyota are watching negotiations closely”.",
209,4/19/18 12:00 AM,@BrexitRecord,ChicagoSports,#Nissan #Toyota #Honda #HitachiRail Japanese investments in NE employing 000’s: https://bit.ly/2vxAR4g  #StopBrexitSaveJobs #PeoplesVote,
210,4/18/18 12:00 AM,@JolyonMaugham,PlanetM,"Toyota Park, home of the Chicago Fire, to become SeatGeek Stadium. via @jknowles31 https://trib.in/2HLmKPP ",
211,4/16/18 12:00 AM,@JoRichardsKent,Bloomberg,".@Toyota announces plans to deploy vehicle-to-vehicle & vehicle-to-infrastructure tech across its lineup of vehicles in the US market by the mid 2020s. It hopes this announcement will spur other automakers to do the same. 

https://puremi.ch/2HEElZG  | via @forbes #PlanetM #Mobility",
212,4/16/18 12:00 AM,@SusanlLawson,Reuters Business,"Toyota to start deploying short-range communications chips in U.S. vehicles in a battle to get cars ""talking"" https://bloom.bg/2JPS7Ju ",21
213,4/16/18 12:00 AM,@WernerT_Man,Bloomberg Technology,Toyota to launch 'talking' vehicles in United States in 2021 ,
214,4/16/18 12:00 AM,@lunaperla,Houston Chronicle,"Toyota to start deploying short-range communications chips in U.S. vehicles in a battle to get cars ""talking"" https://bloom.bg/2qCRslR ",14
215,4/16/18 12:00 AM,@ChicagoSports,Peter Campbell,Photos: Fans swarm Toyota Center for Game 1 ,
216,4/15/18 12:00 AM,@planetm,Chad P. Bown,"Even the Toyota Tundra - the most American of pick-ups - relies on complex supply chains that Trump threatens to disrupt.
Longread by @sdonnan on Trump & trade: https://www.ft.com/content/9c49498e-3e33-11e8-b9f9-de94fa33a81e?segmentid=acee4131-99c2-09d3-a635-873e61754ec6 …",
217,4/15/18 12:00 AM,@business,carandbike,"The Tundra looks all-American, yet its story is heavily global: 
• bodywork stamped out of US steel at a Texas plant
• 5.7-litre V8 engine is built at a Toyota factory in Alabama
• it sits on a frame shipped in from Mexico

By @SDonnan, from San Antonio",
218,4/15/18 12:00 AM,@ReutersBiz,Kush Katakia,"We drive the newest entry to the compact sedan segment from @Toyota_India - #Yaris.

Here's what we think about it:",
219,4/13/18 12:00 AM,@technology,Bloomberg Opinion,"Tax cars on the basis of emission, not engine size: Toyota Kirloskar ",5
220,4/13/18 12:00 AM,@HoustonChron,Don’t Blindly Follow. #FBPE #WATON,Toyota crushed Detroit by making better cars. Tesla didn't get the message https://bloom.bg/2qvCfDh ,9
221,4/12/18 12:00 AM,@Petercampbell1,Chicago Tribune,"It’s not just Nissan.  
Toyota, Honda, Mini & JLR would be in a similar predicament.  
Brexit is awful news for UK automotive. Believe the people who work in the industry and not pro Brexit politicians. They have no idea of the consequences. ",
222,4/12/18 12:00 AM,@ChadBown,Nathan Bomey,"The LA Galaxy's Zlatan Ibrahimovic is coming to Chicago to play the Fire at Toyota Park.

@John_Kass is excited to see the great Ibra, but he also has a pain in the pit of his stomach https://trib.in/2GXtDwc ",7
223,4/12/18 12:00 AM,@carandbike,Financial Times,"With Herbert Diess taking over as CEO of Volkswagen Group, investors will want to see cost cuts. Here's a key stat that explains a lot. Total employees:

Volkswagen: 642,000
Toyota: 364,000

Total vehicles sold: about the same.",
224,4/11/18 12:00 AM,@kushkatakia,Spiros Margaris,Volkswagen and Toyota agree self-driving trucks tie-up ,
225,4/11/18 12:00 AM,@bopinion,Peter Landers,"#Robots are learning to conduct 

their own #experiments 

https://dailym.ai/2v59suL  @MailOnline #fintech #insurtech #AI #ArtificialIntelligence #MachineLearning #DeepLearning @Toyota @Harry_Pettit_ @andi_staub @JohnSnowai @ahier @jblefevre60 @ipfconline1 @psb_dc @Prashant_1722",
226,4/9/18 12:00 AM,@proud48percent,Jean-Michel Glachant,"When Toyota is urging people to switch employers mid-career, something has changed about lifetime employment. @megumifujikawa looks at how the tight job market can undermine Japan's one-job-for-life culture.",
227,4/9/18 12:00 AM,@chicagotribune,Bloomberg,"Yamaha Motor Co. rushing to develop engines for hybrid & plug-in hybrid vehicles as key customer and shareholder Toyota Motor Corp. accelerates into electrified powertrains.

Toyota targets 5.5m electric cars sold in 2030, 4.5m being hybrids. ",
228,4/9/18 12:00 AM,@NathanBomey,The Hindu,Yamaha is rushing to develop engines for hybrid vehicles as shareholder Toyota accelerates its EV push https://bloom.bg/2HnRdmZ ,6
229,4/6/18 12:00 AM,@FT,CNN International,"Lexus, the luxury brand from Toyota Motor Corporation, made its debut in India in March 2017.   ",
230,4/5/18 12:00 AM,@SpirosMargaris,CBS News,"The companies Trump has attacked on Twitter since his election:

ABC News
Amazon
Boeing
CBS
CNN
Comcast/MSNBC/NBC
Delta
ESPN
Facebook
General Motors
Lockheed Martin
Merck
New York Times
NFL
Nordstrom
Toyota
Washington Post",6
231,4/5/18 12:00 AM,@LandersWSJ,CBS News,"California Toyota dealer refuses to sell some Priuses, citing safety concerns http://cbsn.ws/2H036Si ",
232,4/4/18 12:00 AM,@JMGlachant,Teamsters 848,A Toyota dealer in California is refusing to sell certain models of the popular Prius over a potential safety issue http://cbsn.ws/2GAmLVq ,
233,4/4/18 12:00 AM,@business,Josh Eidelson,BREAKING from @bpolitics: @Teamsters Local 848 members at @Toyota deserve wages that accommodate the high costs of living in Southern California ESPECIALLY when Toyota has just announced record profits & a $2.7B tax boost  #ShareTheTaxBreaks #unionstrong,
234,4/4/18 12:00 AM,@the_hindu,Toyota BC,"With workers demanding a share of the windfall, the tax overhaul is emerging as a flashpoint in union negotiations at companies like AT&T, American Airlines, Disney, Toyota, Pepsi... https://www.bloomberg.com/news/articles/2018-04-04/unions-squeeze-companies-to-divulge-plans-for-tax-bill-windfall … @CWAUnion @AFTunion @SEIU @Teamsters @unitehere",
235,4/3/18 12:00 AM,@cnni,Amrita Bhinder,Exciting news for #Toyota fans - The 2019 #Rav4 will be unveiled at the @NYAutoShow at the end of this month! Will you be tuning in to see all the new #Rav4 features?#ToyotaBC #OwnerApproved http://cnet.co/2pqFo6W ,4
236,4/2/18 12:00 AM,@CBSNews,Bloomberg Opinion,"Car sales in March rise 12% on strong rural demand

The top five car makers—Maruti Suzuki, Hyundai, Mahindra, Tata Motors and Toyota—sold 240,850 units in March, up from 215,576 units a year ago 

#AccheDin",26
237,4/2/18 12:00 AM,@CBSNews,Problem Magnet,Toyota crushed Detroit by making better cars. Tesla didn't get the message https://bloom.bg/2q19sGh ,
238,4/2/18 12:00 AM,@Teamsters848,Alexander Brangman,"I love this 1984 photo of @johnkrafcik at NUMMI, the then-GM/Toyota joint venture plant that is now Tesla Fremont. Looking at it, I can't help but wonder how different (or not!) things might be if he'd ended up at Tesla instead of Waymo. https://www.bloomberg.com/news/features/2018-04-02/waymo-isn-t-slowing-down-pact-with-honda-could-include-delivery …",44
239,4/2/18 12:00 AM,@josheidelson,Mark B. Spiegel,The incompetence of all parties handling the #Takata airbag recall is an unacceptable standard. @Toyota_Aus is recalling at least 48k vehicles after incorrectly installing the replacement airbags. When will this life threatening behavior stop?,
240,4/2/18 12:00 AM,@ToyotaBC,Molly Rauch,"Lol, I love Subsidy Fraud-Boy on the last $TSLA conference call commenting on Toyota's car production system:
""Yeah. We don't think so.""
$TSLAQ
https://seekingalpha.com/article/4144365-tesla-tsla-q4-2017-results-earnings-call-transcript?part=single …",
241,4/2/18 12:00 AM,@amritabhinder,Molly Rauch,"Message to automakers from over one million moms (@GM @mtbarra @Chrysler @Toyota @Ford): do not to cower behind the Alliance of Automobile Manufacturers.

The alliance should know, weakened standards are bad for business!

http://ow.ly/fb2F30jgCQI  via @nytimes #cleanercars",
242,4/2/18 12:00 AM,@bopinion,Moms Clean Air Force,"Responsible auto manufacturers should tell the Alliance of Automobile Manufacturers: don’t go in reverse.

Weakened standards are bad for business. 

http://ow.ly/hNi230jgBUj  via @nytimes #cleanercars cc @mtbarra @Chrysler @GM @Toyota @Ford",
243,4/2/18 12:00 AM,@Tweetermeyer,Jay Caruso,"""More automotive executives need to step up to support the existing standards.""

We agree! 

@mtbarra @Toyota @Chrysler @GM @Ford",4
244,4/1/18 12:00 AM,@ABrangmansJewel,Bloomberg,"Yay, tariffs! ----> Why Toyota's Plano-based CEO says you could soon pay as much as $400 more for a car ",14
245,3/31/18 12:00 AM,@markbspiegel,Calum Chace,Toyota is warning that some rivals are cutting corners in the race to driverless cars https://bloom.bg/2JcCegf ,
246,3/31/18 12:00 AM,@mollyrauch,Washington Spirit,"Toyota stopped its Auto tests after the Uber fatality, but will soon resume, saying Autos may kill hundreds, but they will save thousands.
Make that millions.",36
247,3/31/18 12:00 AM,@mollyrauch,Philippe Guenet,"Thank you to @ABC7Erin & @ABC7News for featuring @JoannaLohman as this week's Toyota Team Player!

 http://bit.ly/2E6BTHT 
 http://bit.ly/2EYwfvU   
#PackThePlex // #WeWill",
248,3/29/18 12:00 AM,@CleanAirMoms,Bloomberg,"Interesting approach and a stark contrast to Toyota, who have made reference in the industry. The genius of Toyota was to treat people as knowledge workers, able to improve continuously. Even on production chain, Kaizen matters. https://lnkd.in/gDGWvhU ",
249,3/29/18 12:00 AM,@JayCaruso,EconomicTimes,Toyota and Suzuki have agreed to sell each other's vehicles in India https://bloom.bg/2pRpBy0 ,
250,3/29/18 12:00 AM,@business,Laurie David,The vehicles will be sold by respective subsidiaries of #Toyota and #Suzuki based in India through their sales networks.,
251,3/29/18 12:00 AM,@cccalum,Nathan Bomey,"An insane & outrageous move that will hurt every living thing as global warming ramps up.  @GM @Ford @Toyota
Trump officials prepare to undo fuel-efficiency targets despite some automakers’ misgivings ",4
252,3/29/18 12:00 AM,@WashSpirit,Nikkei Asian Review,"Self-driving cars could kill hundreds ... but save tens of thousands, Toyota's Jim Lentz says. ",82
253,3/29/18 12:00 AM,@Phil_LeanIT,The Hindu,Toyota and Suzuki announce deal on mutual supply of cars in India https://s.nikkei.com/2pNO9bZ ,
254,3/29/18 12:00 AM,@business,Bloomberg,"Suzuki will supply its Baleno hatchback and Vitara Brezza compact SUV to Toyota, while Toyota will produce the Corolla sedan for Suzuki ",75
255,3/28/18 12:00 AM,@EconomicTimes,Reuters India,Toyota and Suzuki have agreed to sell each other's vehicles in India https://bloom.bg/2J4raRZ ,
256,3/28/18 12:00 AM,@Laurie_David,Roadshow,"Toyota, Suzuki agree to produce cars for each other in India ",
257,3/28/18 12:00 AM,@NathanBomey,Bloomberg Opinion,2019 Toyota RAV4 SUV makes NY debut with trick AWD and fresh tech http://roadshow.co/NFuBoE ,
258,3/28/18 12:00 AM,@NAR,Bloomberg,Toyota crushed Detroit by making better cars. Tesla didn't get the message https://bloom.bg/2pOudov ,
259,3/28/18 12:00 AM,@the_hindu,Anne Riley Moffat,Toyota warns some rivals are cutting corners in race to driverless cars https://bloom.bg/2pLP8Zy ,4
260,3/28/18 12:00 AM,@business,Roadshow,Here's an important story from @KeithNaughton on the sidelines of the #NYIAS: Toyota Warns That Some Rivals Are Skipping Steps in Race to Autonomy ,35
261,3/27/18 12:00 AM,@ReutersIndia,Remain-Labour,"The new @Toyota RAV4 just rolled  onto the #NYIAS stage, here's everything you need to know",
262,3/27/18 12:00 AM,@roadshow,Amazon News,"The revival of the UK car industry has been built on three pillars. International investment (Nissan, Toyota, Tata), the single market & attracting talent from across the world. #Brexit undermines each one.",113
263,3/26/18 12:00 AM,@bopinion,Engadget,Alexa in the passenger seat? Look no further than the next Toyota Corolla.,
264,3/26/18 12:00 AM,@business,USA TODAY Money,Toyota's 2019 Corolla Hatchback supports both Alexa and CarPlay ,
265,3/24/18 12:00 AM,@A_Riley17,PC Codswallop,"Toyota revamps Yaris, Corolla lineup with new versions https://usat.ly/2I4IAN5 ",
266,3/22/18 12:00 AM,@roadshow,Forbes,"Remember, the only thing these men have in common is a love for Toyotas. #NothingToDoWithIslam #Oxford #CSE",
267,3/21/18 12:00 AM,@Remain_Labour,Bloomberg Technology,How Ford plans to dethrone Toyota as the No. 1 in U.S. hybrids: http://on.forbes.com/6016DVmJI ,
268,3/20/18 12:00 AM,@amazonnews,CNN International,Toyota is halting tests of its “Chauffeur” autonomous driving system https://bloom.bg/2IFyUtL ,15
269,3/20/18 12:00 AM,@engadget,The New York Times,Toyota has become the first major auto maker to halt tests of autonomous cars after a woman was struck and killed by a self-driving Uber vehicle. ,
270,3/20/18 12:00 AM,@USATODAYmoney,"Partisangirl  
🇸🇾",Toyota Takes Self-Driving Cars Off Road After Uber Accident ,13
271,3/20/18 12:00 AM,@pccodswallop,The Hill,"After a driverless ran over a woman, Toyota will pause testing, not because it might kill more ppl, but because it's making the testers sad AND they want to give a time for everyone to accept the risk of killing people is normal. https://www.reuters.com/article/us-autos-selfdriving-uber-toyota/arizona-says-not-time-to-rein-in-self-driving-cars-after-uber-fatality-idUSKBN1GW2GG?utm_campaign=trueAnthem:+Trending+Content&utm_content=5ab1ac3a04d3012490c5a622&utm_medium=trueAnthem&utm_source=twitter …",
272,3/20/18 12:00 AM,@Forbes,Financial Times,Toyota halts self-driving car tests on public roads after person was killed by self-driving Uber http://hill.cm/PuNJLyH ,
273,3/20/18 12:00 AM,@technology,Forbes,"Toyota has suspended testing of autonomous cars, the first large carmaker to do so after a pedestrian was killed in a collision with a self-driving Uber ",
274,3/20/18 12:00 AM,@cnni,FOX Business,"Aggressively engineered Toyota Supra targets Porsche, with help from BMW
http://on.forbes.com/6015DVmZR ",
275,3/20/18 12:00 AM,@nytimes,BBC Business,Toyota halts self-driving car tests after Uber fatality   ,11
276,3/20/18 12:00 AM,@Partisangirl,The Wall Street Journal,Toyota suspends US driverless car tests after fatal Uber accident ,84
277,3/20/18 12:00 AM,@thehill,Reuters Top News,Toyota suspends testing of driverless cars in U.S. ,
278,3/20/18 12:00 AM,@FinancialTimes,TechCrunch,Toyota pauses self-driving car testing amid Uber accident probe http://reut.rs/2Gcc2nc ,75
279,3/20/18 12:00 AM,@Forbes,Adrienne Roberts,Toyota pauses automated driving testing on U.S. roads following Uber accident http://tcrn.ch/2HLGy4n  by @etherington,
280,3/20/18 12:00 AM,@FoxBusiness,Engadget,Toyota is temporarily suspending certain autonomous-vehicle testing operations on public roads ,
281,3/20/18 12:00 AM,@BBCBusiness,DRUDGE REPORT,Toyota halts autonomous car testing on public roads ,
282,3/19/18 12:00 AM,@WSJ,Lenny Ben-David,TOYOTA Pauses Robot-Car Program Citing Drivers' Emotional Toll... ,
283,3/19/18 12:00 AM,@Reuters,Christian Datoc,"Israel blossoms into dev't hub for high-tech cars.
30 y.a only Japanese car in #Israel was Suzuki. Big guys stayed away b/c of Arab boycott. Today they're breaking down doors for Israeli R&D - Porsche GM Hyundai Nissan Honda VW Toyota
Nikkei Asian Review ",
284,3/19/18 12:00 AM,@TechCrunch,Rhonda Kazmierski,"NEW: Woman who crashed a Toyota Camry filled with ""accelerants"" into the Broward County Sheriff's ""south"" office being treated for burns. One BSO employee injured in the incident. Authorities investigating motive behind apparent attack http://dailycaller.com/2018/03/19/car-accelerants-crashed-broward-county-sheriff-office/ …",2
285,3/19/18 12:00 AM,@AdrRoberts,Gautam Singhania,"The unnamed woman drove a Toyota Camry into the community service room of the sheriff’s South Broward Office. Following impact, the care reportedly caught on fire. ",
286,3/18/18 12:00 AM,@engadget,Forbes Tech News,An old classic from #Toyota is making a comeback after almost 15 years. This has certainly got me nostalgic!! #ToyotaSupra,4
287,3/18/18 12:00 AM,@DRUDGE_REPORT,TechCrunch,"AAA, Ford, Toyota, BMW: All see a future with fewer cars: http://on.forbes.com/6010DpNPq ",
288,3/18/18 12:00 AM,@lennybendavid,carandbike,Don’t foul this free-throwing Toyota basketball robot http://tcrn.ch/2DyWzbn ,
289,3/17/18 12:00 AM,@TocRadio,Engadget,"The heavily revamped 2018 @Toyota_India #LandCruiser #Prado has been launched and continues to be imported as a CBU to take on a host of European luxury SUVs.

@ToyotaMotorCorp",
290,3/17/18 12:00 AM,@KazmierskiR,"Susan  
🇪🇺
 🇬🇧
#PeoplesVote",Uber may offer its self-driving technology to Toyota ,
291,3/16/18 12:00 AM,@SinghaniaGautam,Forbes Tech News,@faisalislam UK was warned ahead of EU Ref that #Japan unimpressed if Brexit won: http://bit.ly/2vxAR4g  #Nissan #Toyota #Honda #HitachiRail all big employers #apprenticeships #jobs #supplychain #automotive #rail all now at risk,1
292,3/16/18 12:00 AM,@ForbesTech,Evan Kirstel,"Ford teases new green SUV lineup, aiming to surpass Toyota as No. 1 in U.S. hybrids: ",2
293,3/16/18 12:00 AM,@TechCrunch,John Rampton,"Uber and Toyota are in talks to join forces on self-driving technology
http://dailym.ai/2DBmNu0  via @MailOnline #AutonomousVehicles #SelfDrivingCars",
294,3/16/18 12:00 AM,@carandbike,Miami Herald,This Toyota magazine ad that measures your heart rate is way too much http://dlvr.it/QLK4yM ,5
295,3/16/18 12:00 AM,@engadget,CNET News,"She was driving her gray Toyota SUV under a pedestrian bridge in front of the university on Thursday when it collapsed, trapping her car underneath the rubble #FIUbridge",
296,3/16/18 12:00 AM,@SusanlLawson,Hindustan Times,Uber and Toyota could be pairing up soon,
